,Manufacturer,Model,Car_Name,Variant,Body_Type,Fuel_Type,Gear_Type,Drivetrain,Displacement,Cylinders,Mileage,Power,Torque,Fuel_tank,Height,Length,Width,Doors,Seats,Wheelbase,Airbags,On_road_price
521,Tata,Nexon,Tata Nexon,Xz Plus (O) Diesel Dual Tone,SUV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1234200
522,Tata,Nexon,Tata Nexon,Xma Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,999600
523,Tata,Nexon,Tata Nexon,Xza Plus Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1183200
524,Tata,Nexon,Tata Nexon,Xza Plus Diesel Dual Tone,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1203600
525,Tata,Nexon,Tata Nexon,Xza Plus (O) Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1275000
526,Tata,Nexon,Tata Nexon,Xza Plus (O) Diesel Dual Tone,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1497,4,23.97,108.5,260,44.0,1607.0,3994.0,1811.0,5,5,2498.0,2,1295400
527,Fiat,Linea,Fiat Linea,Active Fire,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1368,4,15.7,112.44,207,45.0,1487.0,4596.0,1730.0,4,5,2603.0,0,730177
528,Fiat,Linea,Fiat Linea,Active Multijet,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.4,91.73,209,45.0,1494.0,4596.0,1730.0,4,5,2603.0,0,879418
529,Fiat,Linea,Fiat Linea,Dynamic Multijet,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.4,91.73,209,45.0,1494.0,4596.0,1730.0,5,5,2603.0,2,950665
530,Fiat,Linea,Fiat Linea,Emotion Multijet,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,20.4,91.73,209,45.0,1494.0,4596.0,1730.0,4,5,2603.0,2,1011262
531,Fiat,Linea,Fiat Linea,T-Jet Emotion,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1368,4,15.7,112.44,207,45.0,1487.0,4596.0,1730.0,4,5,2603.0,2,1017718
532,Mahindra,Bolero Power Plus,Mahindra Bolero Power Plus,Zlx,SUV,Diesel,Manual,FWD (Front Wheel Drive),1493,4,16.5,69.04,195,60.0,1880.0,3995.0,1745.0,5,7,2680.0,0,904125
533,Mahindra,Bolero Power Plus,Mahindra Bolero Power Plus,Slx,SUV,Diesel,Manual,FWD (Front Wheel Drive),1493,4,16.5,69.04,195,60.0,1880.0,3995.0,1745.0,5,7,2680.0,0,868328
534,Mahindra,Bolero Power Plus,Mahindra Bolero Power Plus,Sle,SUV,Diesel,Manual,FWD (Front Wheel Drive),1493,4,16.5,69.04,195,60.0,1880.0,3995.0,1745.0,5,7,2680.0,0,801369
535,Mahindra,Bolero Power Plus,Mahindra Bolero Power Plus,Lx,SUV,Diesel,Manual,RWD (Rear Wheel Drive),1493,4,16.5,69.04,195,60.0,1880.0,3995.0,1745.0,5,7,2680.0,1,764175
537,Mahindra,Bolero Power Plus,Mahindra Bolero Power Plus,Plus Non Ac Bs4 Ps,SUV,Diesel,Manual,FWD (Front Wheel Drive),2523,4,15.96,62.14,195,60.0,1977.0,4440.0,1660.0,5,9,2794.0,0,835499
538,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Ldi,SUV,Diesel,Manual,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,777996
539,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Vdi,SUV,Diesel,Manual,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,831036
540,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Zdi,SUV,Diesel,Manual,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,910087
541,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Zdi+,SUV,Diesel,Manual,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,1007497
542,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Zdi+ Dual Tone,SUV,Diesel,Manual,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,1023623
543,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Zdi+ Ags,SUV,Diesel,Manual,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,1058496
544,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Vdi Ags,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,1,882036
545,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Zdi Ags,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,961087
546,Maruti Suzuki,Vitara Brezza,Maruti Suzuki Vitara Brezza,Zdi+ Dual Tone Ags,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1248,4,24.3,88.77,200,48.0,1640.0,3995.0,1790.0,5,5,2500.0,2,1080936
547,Hyundai,I20 Active,Hyundai I20 Active,1.2 S,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,17.19,81.86,114,40.0,1555.0,3995.0,1760.0,5,5,2570.0,2,789515
548,Hyundai,I20 Active,Hyundai I20 Active,1.2 Sx,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,17.19,81.86,114,40.0,1555.0,3995.0,1760.0,5,5,2570.0,6,875706
549,Hyundai,I20 Active,Hyundai I20 Active,1.2 Sx Dual Tone,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,17.19,81.86,114,40.0,1555.0,3995.0,1760.0,5,5,2570.0,6,899943
550,Hyundai,I20 Active,Hyundai I20 Active,1.4 Sx,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1396,4,21.19,88.77,220,40.0,1555.0,3995.0,1760.0,5,5,2570.0,6,1013260
551,Ford,Ecosport,Ford Ecosport,1.5L Ti-Vct Ambiente,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,3,17.0,121.32,150,52.0,1647.0,3998.0,1765.0,5,5,2519.0,2,806820
552,Ford,Ecosport,Ford Ecosport,1.5L Ti-Vct Trend,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,3,17.0,121.32,150,52.0,1647.0,3998.0,1765.0,5,5,2519.0,2,888420
553,Ford,Ecosport,Ford Ecosport,1.5L Ti-Vct Titanium,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,3,17.0,121.32,150,52.0,1647.0,3998.0,1765.0,5,5,2519.0,2,969000
554,Ford,Ecosport,Ford Ecosport,1.5L Ti-Vct Titanium Plus At,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1497,3,14.8,121.32,150,52.0,1647.0,3998.0,1765.0,5,5,2519.0,6,1152600
555,Ford,Ecosport,Ford Ecosport,1.5L Tdci Ambiente,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,23.0,98.63,205,52.0,1647.0,3998.0,1765.0,5,5,2519.0,2,857820
556,Ford,Ecosport,Ford Ecosport,1.5L Tdci Trend,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,23.0,98.63,205,52.0,1647.0,3998.0,1765.0,5,5,2519.0,2,939420
557,Ford,Ecosport,Ford Ecosport,1.5L Tdci Titanium,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,23.0,98.63,205,52.0,1647.0,3998.0,1765.0,5,5,2579.0,2,1019898
558,Ford,Ecosport,Ford Ecosport,1.5L Tdci Titanium Plus,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,23.0,98.63,205,52.0,1647.0,3998.0,1765.0,5,5,2519.0,6,1111800
559,Ford,Ecosport,Ford Ecosport,1.5L Ti-Vct Titanium Plus,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,4,23.0,121.32,150,52.0,1647.0,3998.0,1765.0,5,5,2519.0,6,1019898
560,Ford,Ecosport,Ford Ecosport,1.5L Tdci Titanium S,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,3,23.0,98.63,205,52.0,1647.0,3998.0,1765.0,5,5,2519.0,6,1167900
561,Ford,Ecosport,Ford Ecosport,1.5L Ti-Vct Thunder Edition,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,4,23.0,121.32,150,52.0,1647.0,3998.0,1765.0,5,5,2519.0,6,1019898
562,Ford,Ecosport,Ford Ecosport,1.5L Tdci Thunder Edition,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,23.0,98.63,205,52.0,1647.0,3998.0,1765.0,5,5,2519.0,6,1111800
563,Renault,Duster,Renault Duster,Rxe Petrol,SUV,Petrol,Manual,FWD (Front Wheel Drive),1498,4,13.87,104.55,142,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,815989
564,Renault,Duster,Renault Duster,Rxs Petrol,SUV,Petrol,Manual,FWD (Front Wheel Drive),1498,4,13.87,104.55,142,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,938389
565,Renault,Duster,Renault Duster,Rxs (Opt) Cvt,SUV,Petrol,CVT,FWD (Front Wheel Drive),1498,4,13.87,104.55,142,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,1019989
566,Renault,Duster,Renault Duster,85 Ps Rxe Mt Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,19.6,83.84,200,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,948589
567,Renault,Duster,Renault Duster,85 Ps Rxs Mt Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,19.6,83.84,200,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,1019989
568,Renault,Duster,Renault Duster,110 Ps Rxs Mt Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1461,4,19.6,108.5,245,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,1142389
569,Renault,Duster,Renault Duster,110 Ps Rxz Mt Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1461,4,19.6,108.5,245,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,1234189
570,Renault,Duster,Renault Duster,110 Ps Rxz Amt Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1461,4,19.6,108.5,245,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,1274989
571,Renault,Duster,Renault Duster,110 Ps Rxs Awd (Opt) Diesel,SUV,Diesel,Automatic,FWD (Front Wheel Drive),1461,4,19.6,108.5,245,50.0,1695.0,4315.0,1822.0,5,5,2673.0,2,1274989
572,Hyundai,Verna,Hyundai Verna,1.6 Vtvt Sx,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1591,4,17.7,121.32,151,45.0,1445.0,4440.0,1729.0,4,5,2600.0,2,1019898
573,Hyundai,Verna,Hyundai Verna,1.6 Crdi Sx,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1582,4,23.9,126.25,260,45.0,1445.0,4440.0,1729.0,4,5,2600.0,2,1195994
574,Hyundai,Verna,Hyundai Verna,1.6 Crdi Sx (O),Sedan,Diesel,Manual,FWD (Front Wheel Drive),1582,4,23.5,126.25,260,45.0,1445.0,4440.0,1729.0,4,5,2600.0,6,1327918
575,Hyundai,Verna,Hyundai Verna,1.6 Vtvt Sx (O),Sedan,Petrol,Manual,FWD (Front Wheel Drive),1591,4,17.7,121.32,151,45.0,1445.0,4440.0,1729.0,4,5,2600.0,6,1196458
576,Hyundai,Verna,Hyundai Verna,1.6 Crdi Sx Plus At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1582,4,17.1,126.25,260,45.0,1445.0,4440.0,1729.0,4,5,2600.0,2,1355115
577,Hyundai,Verna,Hyundai Verna,1.6 Vtvt Sx(O) At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1591,4,17.7,121.32,155,45.0,1445.0,4440.0,1729.0,4,5,2600.0,6,1313758
578,Hyundai,Verna,Hyundai Verna,1.4 Vtvt Ex,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1396,4,19.1,98.63,133,45.0,1445.0,4440.0,1729.0,4,5,2600.0,2,951845
579,Hyundai,Verna,Hyundai Verna,1.4 Vtvt E,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1396,4,19.1,98.63,133,45.0,1445.0,4440.0,1729.0,4,5,2600.0,2,834224
580,Hyundai,Verna,Hyundai Verna,1.6 Vtvt Sx (O) Anniversary Edition,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1591,4,17.7,121.32,151,45.0,1445.0,4440.0,1729.0,4,5,2600.0,6,1202471
581,Hyundai,Verna,Hyundai Verna,1.6 Vtvt Sx Plus At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1591,4,17.7,121.32,155,45.0,1445.0,4440.0,1729.0,4,5,2600.0,6,1186132
582,Hyundai,Verna,Hyundai Verna,1.6 Crdi Sx(O) At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1582,4,17.1,126.25,260,45.0,1445.0,4440.0,1729.0,4,5,2600.0,2,1436028
595,Mahindra,Xuv300,Mahindra Xuv300,1.5 W6 Amt,SUV,Diesel,AMT,RWD (Rear Wheel Drive),1497,4,20.0,113.43,300,42.0,1617.0,3995.0,1821.0,5,5,2600.0,2,1018980
596,Renault,Lodgy,Renault Lodgy,85 Ps Std,MUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.04,83.84,200,50.0,1697.0,4498.0,1751.0,4,8,2810.0,0,880564
597,Renault,Lodgy,Renault Lodgy,85 Ps Rxe 8 Seater,MUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.04,83.84,200,50.0,1697.0,4498.0,1751.0,4,8,2810.0,0,983482
599,Renault,Lodgy,Renault Lodgy,Stepway Rxz 110Ps 7-Seater,MUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,19.98,108.5,245,50.0,1697.0,4498.0,1751.0,4,7,2810.0,2,1235830
600,Renault,Lodgy,Renault Lodgy,Stepway Rxl 85Ps 8-Seater,MUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.04,83.84,200,50.0,1697.0,4498.0,1751.0,4,8,2810.0,2,1074976
601,Renault,Lodgy,Renault Lodgy,Stepway Rxz 85Ps 8-Seater,MUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.04,83.84,200,50.0,1697.0,4498.0,1751.0,4,8,2810.0,2,1152700
602,Renault,Lodgy,Renault Lodgy,85 Ps Rxe 7 Seater,MUV,Diesel,Manual,FWD (Front Wheel Drive),1461,4,21.04,83.84,200,50.0,1697.0,4498.0,1751.0,4,7,2810.0,0,983482
603,Volkswagen,Vento,Volkswagen Vento,Trendline 1.6 (P),Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,16.09,103.56,153,55.0,1467.0,4390.0,1699.0,5,5,2553.0,2,894030
604,Volkswagen,Vento,Volkswagen Vento,Highline 1.6 (P),Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,16.09,103.56,153,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1019898
605,Volkswagen,Vento,Volkswagen Vento,Comfortline 1.6 (P),Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,16.09,103.56,153,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1019898
606,Volkswagen,Vento,Volkswagen Vento,Highline 1.2 (P) Dsg,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,18.19,103.56,175,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1221450
607,Volkswagen,Vento,Volkswagen Vento,Highline Plus 1.2 (P) Dsg,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,18.19,103.56,175,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1478490
608,Volkswagen,Vento,Volkswagen Vento,Trendline 1.5 (D),Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,20.64,103.56,250,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,977670
609,Volkswagen,Vento,Volkswagen Vento,Comfortline 1.5 (D),Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,20.64,103.56,250,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1019898
610,Volkswagen,Vento,Volkswagen Vento,Highline 1.5 (D),Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,20.64,103.56,250,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1234710
611,Volkswagen,Vento,Volkswagen Vento,Highline 1.5 (D) Dsg,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,21.5,103.56,250,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1363230
612,Volkswagen,Vento,Volkswagen Vento,Highline Plus 1.5 (D) Dsg,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,20.64,103.56,250,55.0,1467.0,4390.0,1699.0,4,5,2553.0,2,1343850
613,Volkswagen,Vento,Volkswagen Vento,Gt Line (D),Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1498,4,19.91,108.5,250,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,1478490
614,Volkswagen,Vento,Volkswagen Vento,Gt Line (P) Dsg,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,17.21,103.56,175,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,1343850
620,Honda,Brv,Honda Brv,E Petrol,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,4,15.4,117.37,145,42.0,1666.0,4453.0,1735.0,5,7,2662.0,2,971958
621,Honda,Brv,Honda Brv,S Petrol,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,4,15.4,117.37,145,42.0,1666.0,4453.0,1735.0,5,7,2662.0,2,1073958
622,Honda,Brv,Honda Brv,V Petrol,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,4,15.4,117.37,145,42.0,1666.0,4453.0,1735.0,5,7,2662.0,2,1191258
623,Honda,Brv,Honda Brv,Vx Petrol,SUV,Petrol,Manual,FWD (Front Wheel Drive),1497,4,15.4,117.37,145,42.0,1666.0,4456.0,1735.0,5,7,2662.0,2,1297338
624,Honda,Brv,Honda Brv,V Cvt Petrol,SUV,Petrol,Automatic,FWD (Front Wheel Drive),1497,4,16.0,117.37,145,42.0,1666.0,4456.0,1735.0,5,7,2662.0,2,1311618
625,Honda,Brv,Honda Brv,S Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.9,98.63,200,42.0,1666.0,4453.0,1735.0,5,7,2662.0,2,1211658
626,Honda,Brv,Honda Brv,V Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.9,98.63,200,42.0,1666.0,4453.0,1735.0,5,7,2662.0,2,1299378
627,Honda,Brv,Honda Brv,Vx Diesel,SUV,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.9,98.63,200,42.0,1666.0,4456.0,1735.0,5,7,2662.0,2,1410558
628,Mahindra,Thar,Mahindra Thar,Crde,SUV,Diesel,Manual,4WD,2498,4,13.0,103.56,247,60.0,1930.0,3920.0,1726.0,3,6,2430.0,0,979057
629,Mahindra,Thar,Mahindra Thar,700 Special Edition,SUV,Diesel,Manual,4WD,2498,4,13.0,103.56,247,60.0,1930.0,3920.0,1726.0,3,6,2430.0,0,1019130
630,Mahindra,Thar,Mahindra Thar,Crde Abs,SUV,Diesel,Manual,4WD,2498,4,13.0,103.56,247,60.0,1930.0,3920.0,1726.0,3,6,2430.0,0,994357
631,Force,Gurkha,Force Gurkha,Xpedition 5 Door,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2596,4,17.0,83.84,230,63.0,2055.0,4342.0,1790.0,5,7,2750.0,0,1018980
632,Force,Gurkha,Force Gurkha,Xplorer 3 Door,SUV,Diesel,Manual,4WD,2596,4,17.0,83.84,230,63.0,2055.0,3992.0,1790.0,3,5,2400.0,0,1096500
635,Force,Gurkha,Force Gurkha,Xpedition 3 Door,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2596,4,17.0,83.84,230,63.0,2055.0,4342.0,1790.0,5,7,2750.0,0,994500
636,Force,Gurkha,Force Gurkha,Xplorer 5 Door,SUV,Diesel,Manual,4WD,2596,4,17.0,83.84,230,63.0,2055.0,3992.0,1790.0,5,5,2400.0,0,1249500
637,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Zeta Mt,MPV,Petrol,Manual,FWD (Front Wheel Drive),1462,4,19.01,102.58,138,45.0,1700.0,4445.0,1775.0,5,6,2740.0,2,1004382
638,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Alpha Mt,MPV,Petrol,Manual,FWD (Front Wheel Drive),1462,4,19.01,102.58,138,45.0,1700.0,4445.0,1775.0,5,6,2740.0,2,1062012
639,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Zeta At,MPV,Petrol,Automatic,FWD (Front Wheel Drive),1462,4,17.01,102.58,138,45.0,1700.0,4445.0,1775.0,5,6,2740.0,2,1116582
640,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Alpha At,MPV,Petrol,Automatic,FWD (Front Wheel Drive),1462,4,17.01,102.58,138,45.0,1700.0,4445.0,1775.0,5,6,2740.0,2,1174212
642,Mahindra,Tuv300 Plus,Mahindra Tuv300 Plus,P4,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2179,3,18.49,118.36,280,60.0,1812.0,4400.0,1835.0,5,9,2680.0,2,1012602
643,Mahindra,Tuv300 Plus,Mahindra Tuv300 Plus,P6,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2179,3,18.49,118.36,280,60.0,1812.0,4400.0,1835.0,5,9,2680.0,2,1050243
644,Mahindra,Tuv300 Plus,Mahindra Tuv300 Plus,P8,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2179,3,18.49,118.36,280,60.0,1812.0,4400.0,1835.0,5,9,2680.0,2,1165000
645,Mahindra,Marazzo,Mahindra Marazzo,M2 7 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,7,2760.0,2,1019898
646,Mahindra,Marazzo,Mahindra Marazzo,M4 7 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,7,2760.0,2,1179600
647,Mahindra,Marazzo,Mahindra Marazzo,M6 7 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,7,2760.0,2,1334763
648,Mahindra,Marazzo,Mahindra Marazzo,M8 7 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,7,2760.0,2,1497808
649,Mahindra,Marazzo,Mahindra Marazzo,M2 8 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,8,2760.0,2,1019898
650,Mahindra,Marazzo,Mahindra Marazzo,M4 8 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,8,2760.0,2,1187860
651,Mahindra,Marazzo,Mahindra Marazzo,M6 8 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,8,2760.0,2,1343023
652,Mahindra,Marazzo,Mahindra Marazzo,M8 8 Str,MPV,Diesel,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45.0,1774.0,4585.0,1866.0,5,8,2760.0,2,1506068
653,Mahindra,Scorpio,Mahindra Scorpio,S3 2Wd,SUV,Diesel,Manual,FWD (Front Wheel Drive),2523,4,15.4,73.97,200,60.0,1930.0,4456.0,1820.0,5,9,2680.0,0,1019993
654,Mahindra,Scorpio,Mahindra Scorpio,4Wd Getaway,SUV,Diesel,Manual,4WD,2179,4,10.22,119.34,280,80.0,1874.0,5118.0,1850.0,5,5,3040.0,0,1260983
655,Mahindra,Scorpio,Mahindra Scorpio,2Wd Getaway,SUV,Diesel,Manual,RWD (Rear Wheel Drive),2179,4,13.5,119.34,280,80.0,1874.0,5118.0,1850.0,5,5,3040.0,0,1145621
656,Mahindra,Scorpio,Mahindra Scorpio,S5 2Wd,SUV,Diesel,Manual,FWD (Front Wheel Drive),2179,4,15.4,118.36,280,60.0,1995.0,4456.0,1820.0,5,9,2680.0,2,1244430
657,Mahindra,Scorpio,Mahindra Scorpio,S7 120 2Wd,SUV,Diesel,Manual,FWD (Front Wheel Drive),2179,4,15.4,118.36,280,60.0,1995.0,4456.0,1820.0,5,9,2680.0,2,1356606
658,Mahindra,Scorpio,Mahindra Scorpio,S7 140 2Wd,SUV,Diesel,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60.0,1995.0,4456.0,1820.0,5,9,2680.0,2,1387881
659,Mahindra,Scorpio,Mahindra Scorpio,S11 2Wd,SUV,Diesel,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60.0,1995.0,4456.0,1820.0,5,9,2680.0,2,1570882
660,Mahindra,Scorpio,Mahindra Scorpio,S11 4Wd,SUV,Diesel,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60.0,1995.0,4456.0,1820.0,5,9,2680.0,2,1696315
661,Mahindra,Scorpio,Mahindra Scorpio,S9 2Wd,SUV,Diesel,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60.0,1995.0,4456.0,1820.0,5,9,2680.0,2,1452184
662,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.5 Tdi At,Sedan,Diesel,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1454110
663,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.6 Mpi At,Sedan,Petrol,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1294990
664,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.5 Tdi Mt,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1325590
665,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.6 Mpi Mt,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55.0,1466.0,4413.0,1699.0,4,5,2552.0,2,1162390
666,Mahindra,Xuv500,Mahindra Xuv500,G At,SUV,Petrol,Automatic,FWD (Front Wheel Drive),2179,4,13.85,138.08,320,70.0,1785.0,4585.0,1890.0,5,7,2700.0,2,1642383
667,Mahindra,Xuv500,Mahindra Xuv500,W7,SUV,Diesel,Manual,FWD (Front Wheel Drive),2179,4,15.1,152.88,330,70.0,1785.0,4585.0,1890.0,5,7,2700.0,2,1446679
